name,age,married,working,past_deliveries,delivery_time
Omisha Khanna,41,No,Yes,4,10-11
Isaiah Gole,18,Yes,No,0,3-4
Ria Iyengar,57,No,Yes,3,4-5
Wakeeta Varma,48,No,Yes,2,12-1
Sanya Sekhon,22,No,No,5,11-12
Harini Chand,31,Yes,Yes,4,1-2
Avi Parmar,66,Yes,No,3,4-5
Dakshesh Sandal,29,Yes,Yes,3,2-3
Waida Toor,29,Yes,Yes,1,9-10
Bhavini Vaidya,19,Yes,No,3,11-12
Damyanti Kulkarni,67,No,Yes,5,10-11
Amol Mander,38,No,No,5,1-2
Pranav Ram,28,No,No,4,4-5
Omya Swaminathan,47,Yes,No,4,11-12
Devansh Kuruvilla,62,No,Yes,5,12-1
Peter Vohra,43,Yes,No,2,3-4
Chandani Rau,24,Yes,Yes,5,3-4
Yadavi Pant,54,Yes,No,5,4-5
Atharv Bail,63,Yes,No,5,1-2
Faqid Kar,61,Yes,No,4,1-2
Samarth Sen,55,No,Yes,3,2-3
Upma Mahal,55,Yes,Yes,4,10-11
Varenya Sarma,37,No,No,3,12-1
Vamakshi Rastogi,65,Yes,No,4,10-11
Oeshi Nigam,57,No,Yes,3,1-2
Wahab Bora,21,Yes,No,3,3-4
Harita Doctor,45,Yes,No,5,2-3
Gautam Pant,63,Yes,No,4,1-2
Gagan Narasimhan,66,Yes,No,1,10-11
Rachana Parekh,22,No,No,3,11-12
Fiyaz Soni,43,Yes,No,3,11-12
Krish Bhardwaj,36,No,No,4,10-11
Umang Mallick,33,Yes,Yes,4,11-12
Yadavi Mangal,20,No,No,2,1-2
Wahab Prakash,52,No,No,5,3-4
Lila Dar,47,Yes,Yes,1,1-2
Ansh Acharya,58,Yes,Yes,1,12-1
Reva Bir,36,No,No,5,9-10
Aahana Date,57,No,No,4,3-4
Vrinda Dara,22,Yes,Yes,4,11-12
Pranav Ram,28,No,No,4,4-5
Meera Zachariah,36,Yes,No,4,12-1
Dominic Dhaliwal,56,Yes,Yes,1,9-10
Mitali Buch,67,No,No,5,3-4
Sanaya Varma,26,Yes,Yes,3,4-5
Daniel Merchant,70,Yes,Yes,4,1-2
Dayita Tandon,45,Yes,No,3,11-12
Ryan Narayanan,33,Yes,Yes,3,1-2
Thomas Krishnan,20,Yes,No,3,12-1
Faraj Gera,36,No,No,5,12-1
Naksh Chopra,42,No,Yes,5,10-11
Neha Jain,40,Yes,No,5,2-3
Ekaraj Wali,66,No,Yes,5,3-4
Ryan Grewal,54,Yes,No,5,10-11
Ekaja Behl,30,Yes,No,4,3-4
Avi Parmar,66,Yes,No,3,4-5
Baljiwan Shroff,19,No,No,0,10-11
Vivaan Dugar,35,No,Yes,1,9-10
Rishi Shah,49,No,Yes,2,11-12
Bhavani Goyal,33,No,No,4,12-1
Eta Gera,34,Yes,Yes,5,10-11
Gunbir Deep,43,Yes,No,3,2-3
Wriddhish Bali,18,No,No,3,2-3
Nidhi Master,45,Yes,No,4,1-2
Indali Mohan,44,No,Yes,4,2-3
Gopal Swaminathan,31,No,No,3,10-11
Ryan Grewal,54,Yes,No,5,10-11
Saksham Narayan,25,No,Yes,0,11-12
Alexander Sarkar,34,No,Yes,4,12-1
Balhaar Kapoor,59,No,No,5,2-3
Udarsh Samra,49,No,No,0,11-12
Qabil Chander,18,No,Yes,5,10-11
Ikbal Karan,41,Yes,Yes,4,11-12
Gabriel Banerjee,58,No,No,4,10-11
Sarthak Walia,25,No,Yes,2,4-5
George Sankaran,70,No,Yes,4,1-2
Mekhala Tripathi,25,Yes,No,4,10-11
Praneel Contractor,21,Yes,Yes,2,10-11
Ayush Prashad,62,Yes,No,3,2-3
Advaith Konda,31,No,Yes,5,9-10
Janani Gera,21,Yes,Yes,4,1-2
Dipta Uppal,22,Yes,No,4,2-3
Onkar Vyas,67,Yes,Yes,5,2-3
Mitali Puri,70,No,Yes,1,3-4
Ekantika Mane,37,No,No,2,10-11
Lakshit Dayal,28,No,No,4,12-1
Yashica Salvi,32,Yes,No,5,10-11
Shivansh Korpal,69,Yes,No,5,2-3
Ikshita Goyal,40,No,Yes,2,1-2
Shivani Barad,68,No,No,5,11-12
Girindra Singhal,41,No,No,2,4-5
Geetika Nagarajan,21,Yes,Yes,5,4-5
Aarush Bhakta,55,No,Yes,1,2-3
Gaurang Bava,51,No,No,5,10-11
Manbir Karnik,70,No,No,4,3-4
Triya Dora,65,Yes,Yes,3,3-4
Veer Ben,43,Yes,Yes,1,4-5
Henry Subramaniam,52,No,Yes,5,10-11
Tamanna Dutta,27,No,Yes,3,1-2
Chaman Grewal,58,Yes,No,4,11-12
Darika Chatterjee,68,Yes,No,5,11-12
Balendra Ramakrishnan,60,No,No,3,10-11
Pranit Ramaswamy,64,No,Yes,5,11-12
Henry Chaudry,25,No,Yes,5,1-2
Chandani Roy,30,No,Yes,0,3-4
Samarth Bhakta,21,No,Yes,2,2-3
Nakul Dara,52,No,No,5,4-5
Chandani Rau,24,Yes,Yes,5,3-4
Triveni Loyal,60,Yes,Yes,5,1-2
Pranav Ram,28,No,No,4,4-5
Shivansh Misra,24,Yes,Yes,2,9-10
Upma Ghose,68,Yes,Yes,4,10-11
Anthony Johal,44,Yes,No,3,10-11
Oeshi Patla,49,No,Yes,4,1-2
Pushti Dani,69,No,Yes,4,3-4
Vrinda Deep,31,No,No,4,11-12
Vasatika Mane,26,Yes,Yes,2,12-1
Joshua Mohan,57,Yes,No,3,11-12
Damyanti Kulkarni,67,No,Yes,5,10-11
Mekhala Chada,19,Yes,No,3,2-3
Alexander Suresh,63,Yes,Yes,1,4-5
Wridesh Ahuja,62,No,Yes,3,1-2
Fitan Datta,20,No,Yes,3,9-10
Yamini Sami,67,No,No,5,9-10
Saanvi Chhabra,66,Yes,Yes,2,3-4
Umang Dubey,22,Yes,No,1,4-5
Saksham Borde,44,Yes,Yes,5,4-5
Amrita Chatterjee,29,Yes,No,3,11-12
Yashasvi Devi,64,No,Yes,4,11-12
Chasmum Patla,48,Yes,Yes,4,1-2
Gopal Chacko,69,Yes,Yes,4,9-10
Sanaya Chawla,40,Yes,Yes,3,12-1
Guneet Deshmukh,45,No,No,0,9-10
Eesha Sidhu,54,No,No,4,10-11
Shravya Pingle,57,No,Yes,1,10-11
Arjun Dave,39,Yes,No,3,3-4
Laksh Johal,21,Yes,No,2,12-1
Hitesh Parikh,69,No,No,4,11-12
Tanmayi Nadig,42,No,Yes,5,3-4
Ikshita Choudhary,35,Yes,No,1,1-2
Ryan Sawhney,29,No,No,4,10-11
Isaiah Bhardwaj,57,Yes,No,2,12-1
Ekapad Vasa,54,No,Yes,3,3-4
Naksh Dua,66,No,Yes,3,2-3
Luke Loyal,34,No,Yes,3,1-2
Nimrat Badami,27,Yes,Yes,5,9-10
Damyanti Kulkarni,67,No,Yes,5,10-11
Yutika Yohannan,56,Yes,No,2,9-10
Eesha Aurora,63,No,Yes,3,10-11
Oscar Biswas,47,Yes,Yes,2,11-12
Reyansh Sathe,49,No,Yes,5,10-11
Yatan Dugal,62,No,Yes,4,9-10
Yug Dar,47,No,No,5,2-3
Sachi Kapoor,54,Yes,Yes,5,9-10
Barkha Gala,37,No,No,3,1-2
Qasim Cherian,26,No,No,4,2-3
Ria Dugar,43,Yes,No,5,3-4
Farhan Rama,49,Yes,Yes,5,12-1
Nimrat Choudhury,57,No,Yes,2,1-2
Tanay Kale,22,Yes,No,2,10-11
Atharv Bail,63,Yes,No,5,1-2
Aayush Raval,51,Yes,Yes,5,12-1
Tamanna Borah,19,Yes,No,5,2-3
Omaja Loke,36,Yes,Yes,5,1-2
Qushi Nagar,36,No,Yes,3,2-3
Widisha Sanghvi,45,No,Yes,2,3-4
Gautam Pant,63,Yes,No,4,1-2
Baljiwan Dua,55,Yes,Yes,5,3-4
Aadhya Minhas,42,Yes,Yes,2,10-11
Bhavna Thakur,27,Yes,Yes,3,9-10
Chandran D’Alia,37,Yes,No,5,12-1
Riya Sahni,65,No,Yes,4,4-5
Kala Dube,34,No,No,5,1-2
Nisha Muni,69,No,Yes,3,11-12
Joshua Mohan,57,Yes,No,3,11-12
Warhi Bali,61,No,No,4,12-1
Dhruv Zachariah,42,Yes,Yes,5,9-10
Daksha Majumdar,48,Yes,Yes,4,10-11
Baljiwan Dua,55,Yes,Yes,5,3-4
Kalpit Rastogi,31,No,Yes,1,10-11
Radhika Pant,67,Yes,No,5,3-4
Advaith Dugal,52,No,Yes,3,4-5
Deepa Ramesh,41,No,No,1,11-12
Omisha Thakur,39,Yes,No,1,10-11
Edhitha Badami,48,No,No,5,9-10
Upasna Puri,60,No,No,5,9-10
Mahika Dhaliwal,52,Yes,Yes,3,2-3
Qushi Biswas,37,Yes,No,5,3-4
Xavier Hayer,23,Yes,Yes,4,11-12
Indira Mand,59,No,No,4,9-10
Saksham Borde,44,Yes,Yes,5,4-5
Oliver Joshi,48,No,Yes,4,11-12
Guneet Virk,70,Yes,No,4,12-1
Nitara Rama,52,Yes,Yes,4,2-3
Nidra Varma,49,No,No,4,11-12
Aarush Gandhi,45,Yes,No,4,4-5
Lopa Butala,68,No,Yes,3,10-11
Yasti Doctor,41,No,Yes,5,2-3
Teerth Chaudhary,43,Yes,Yes,3,12-1
Balhaar Kala,23,No,Yes,4,11-12
Lucky Atwal,24,Yes,Yes,4,2-3
Meghana Date,21,No,Yes,1,9-10
Radhika Pant,67,Yes,No,5,3-4
Ucchal Morar,42,No,Yes,5,9-10
Jonathan Ratta,55,No,Yes,5,2-3
Ishita Raghavan,53,No,Yes,0,1-2
Lila Chacko,21,No,Yes,5,1-2
Peter Chada,18,Yes,No,3,1-2
Idika Pandit,24,No,Yes,3,3-4
Shivansh Brahmbhatt,49,Yes,Yes,5,11-12
Jai Viswanathan,40,Yes,No,5,12-1
Gaurang Bava,51,No,No,5,10-11
Gaurang Sahni,69,No,No,2,4-5
Zayan Patla,37,No,Yes,1,10-11
Zinal Ramachandran,53,No,No,0,4-5
Rishi Dubey,43,Yes,No,4,10-11
Ethan Bava,37,Yes,No,1,10-11
Max Trivedi,60,No,No,4,4-5
Damyanti Kulkarni,67,No,Yes,5,10-11
Gautami Shan,44,No,No,5,4-5
Veer Deo,23,No,Yes,3,2-3
Hardik Bhakta,35,No,No,5,4-5
Gopal Wadhwa,39,No,Yes,2,3-4
Sneha Zachariah,33,Yes,No,4,12-1
Sanya Sekhon,22,No,No,5,11-12
Charles Sani,43,Yes,No,4,12-1
Charles Parekh,33,Yes,Yes,5,3-4
Meera Zachariah,36,Yes,No,4,12-1
Eiravati Bhatia,58,Yes,Yes,2,2-3
Zaid Pall,44,No,No,4,3-4
Pahal Wable,25,No,Yes,5,3-4
Anika Gopal,66,No,Yes,4,11-12
Sudiksha Bahri,50,No,No,3,3-4
Ria Mander,67,No,No,4,12-1
Upasna Puri,60,No,No,5,9-10
Reyansh Rajagopalan,58,Yes,Yes,5,10-11
Pahal Wable,25,No,Yes,5,3-4
Anita Tripathi,19,No,No,3,2-3
Alexander Bajaj,31,No,Yes,5,9-10
Ranbir Babu,18,Yes,Yes,4,12-1
Radhika Pant,67,Yes,No,5,3-4
Aradhana Sani,37,Yes,Yes,4,11-12
Urvi Krishnamurthy,62,Yes,No,2,4-5
Nikita Minhas,61,No,Yes,5,2-3
Naveen Srinivas,28,No,Yes,4,10-11
Vanya Sharma,67,No,No,4,11-12
Raksha Yogi,42,Yes,Yes,5,12-1
Lajita Chada,20,No,No,5,12-1
Timothy Dash,49,Yes,Yes,5,2-3
Urmi Ratti,64,Yes,No,5,10-11
Chakradhar Vig,68,No,Yes,5,11-12
Unni Golla,43,Yes,Yes,3,4-5
Yatan Sant,65,No,Yes,5,4-5
Chandran Sami,43,No,Yes,2,12-1
Mahika Kothari,18,No,Yes,4,11-12
Jagvi Agrawal,56,No,Yes,4,9-10
Vincent Barad,30,No,Yes,3,11-12
Aarush Sarna,68,Yes,Yes,3,2-3
Bhavani Edwin,57,No,No,2,3-4
Aadhya Sundaram,55,Yes,Yes,5,4-5
Yochana Wason,22,Yes,Yes,5,12-1
Kavya Shere,28,No,Yes,4,10-11
Warinder Chana,62,No,No,5,2-3
Zayyan Master,33,No,Yes,5,11-12
Wakeeta Joshi,21,No,Yes,4,9-10
Rushil Sharma,55,Yes,No,5,10-11
Sachi Kapoor,54,Yes,Yes,5,9-10
Ronith Kuruvilla,27,Yes,Yes,4,11-12
Falan Balakrishnan,42,Yes,Yes,4,4-5
Anirudh Sunder,25,Yes,Yes,4,9-10
Neha Jain,40,Yes,No,5,2-3
Tarak Tailor,19,No,No,4,11-12
Fitan Bhattacharyya,51,No,No,2,12-1
Gaurang Hegde,67,Yes,No,4,1-2
Harinakshi Pathak,35,Yes,No,4,2-3
Pooja Grover,68,Yes,No,1,2-3
Gopal Chacko,69,Yes,Yes,4,9-10
Imaran Lanka,24,Yes,No,5,10-11
Mitesh Sarkar,45,No,Yes,3,3-4
Lopa Krish,66,No,No,4,9-10
Jeet Karan,29,No,Yes,5,11-12
Diya Kulkarni,44,Yes,No,5,3-4
Tanay Kale,22,Yes,No,2,10-11
Rohan Mishra,23,Yes,Yes,4,10-11
Chakrika Sha,29,Yes,No,5,10-11
Anirudh Sunder,25,Yes,Yes,4,9-10
Qarin Som,41,No,No,5,4-5
Saumya Jha,26,Yes,Yes,2,10-11
Lohit Balan,70,No,No,3,4-5
Barkha Gala,37,No,No,3,1-2
Edhitha Hegde,29,No,Yes,4,9-10
Abdul Saha,48,No,No,4,11-12
Ayush Din,70,Yes,No,5,10-11
Ansh Kunda,29,Yes,No,5,1-2
Laban Aggarwal,50,No,No,1,3-4
Aarav Mangat,29,Yes,Yes,3,2-3
Patrick Atwal,26,Yes,Yes,0,10-11
Advika Prasad,62,No,No,2,11-12
Patrick Banerjee,67,No,No,3,2-3
Kalpit Kothari,41,Yes,No,3,4-5
Guneet Virk,70,Yes,No,4,12-1
Pranit Srivastava,34,Yes,Yes,4,4-5
Wridesh Lall,70,Yes,Yes,5,2-3
Azad Doshi,31,No,Yes,5,10-11
Shaurya Parsa,26,No,No,3,2-3
Wridesh Chowdhury,56,No,Yes,0,4-5
Lipika Tara,24,Yes,No,2,9-10
Fariq Roy,51,No,Yes,2,10-11
Jonathan Karnik,25,Yes,Yes,2,2-3
Abhiram Sharma,58,No,Yes,5,10-11
Bina Venkataraman,52,Yes,No,5,11-12
Fiyaz Shetty,49,No,No,4,4-5
Samaksh Issac,24,No,Yes,0,11-12
Eshana Parikh,54,No,No,2,12-1
Leela Munshi,27,Yes,No,2,1-2
Rudra Thakur,70,Yes,No,0,9-10
Quincy Rastogi,54,No,Yes,2,10-11
Gautami Dhawan,24,No,No,3,10-11
Ria Dugar,43,Yes,No,5,3-4
Edhitha Hegde,29,No,Yes,4,9-10
Neha Jain,40,Yes,No,5,2-3
Sai Kara,61,Yes,No,5,3-4
Baljiwan Dara,29,Yes,Yes,0,3-4
Kashish Sarna,47,Yes,Yes,5,2-3
Keya Chaudhuri,62,No,Yes,5,3-4
Triveni Lala,57,Yes,No,5,1-2
Peter Narain,19,No,Yes,4,3-4
Abha Chaudry,49,Yes,No,2,1-2
Naveen Manne,40,Yes,No,2,3-4
Henry Chaudry,25,No,Yes,5,1-2
Charles Sani,43,Yes,No,4,12-1
David Borah,46,No,No,4,2-3
Chandani Kuruvilla,23,Yes,Yes,1,1-2
Atharv Sawhney,44,No,No,3,2-3
Reyansh Rajagopalan,58,Yes,Yes,5,10-11
Leela Sidhu,21,No,Yes,3,11-12
Kamala Barad,70,No,No,5,12-1
Benjamin Thakkar,60,Yes,Yes,2,10-11
Saksham Nagi,69,No,Yes,5,12-1
Ganga Sethi,42,No,Yes,3,3-4
Pratyush Mitra,30,No,Yes,5,9-10
Lakshit Dayal,28,No,No,4,12-1
David Ray,53,Yes,Yes,0,9-10
Shivansh Korpal,69,Yes,No,5,2-3
Chavvi Merchant,30,Yes,Yes,5,9-10
Harrison Prabhakar,31,No,No,5,9-10
Pranit Srivastava,34,Yes,Yes,4,4-5
Ronith Narain,61,No,Yes,5,12-1
Upma Sane,46,Yes,No,5,11-12
Abha Divan,19,No,No,1,10-11
Wakeeta Varma,48,No,Yes,2,12-1
Yashasvi Devi,64,No,Yes,4,11-12
Harrison Raghavan,48,Yes,No,0,1-2
Chakrika Parekh,23,Yes,Yes,5,2-3
Theodore Kaur,48,No,Yes,3,1-2
Tanish Nagar,39,Yes,Yes,2,2-3
Samesh Jain,34,No,Yes,2,9-10
Indali Vora,34,No,No,5,2-3
Aachal Saran,65,No,No,4,9-10
Nathan Lal,20,No,Yes,3,4-5
Mohini Devan,30,No,No,5,9-10
Imaran Lanka,24,Yes,No,5,10-11
Rudra Subramanian,56,No,No,3,12-1
Frado Raju,42,Yes,Yes,4,11-12
Tanmayi Bhagat,62,Yes,No,1,10-11
Baghyawati Jha,69,No,Yes,5,12-1
Mitali Bhandari,47,No,Yes,4,3-4
Warjas Iyer,39,No,No,3,10-11
Chakradev Palan,25,Yes,No,5,9-10
Alexander Verma,36,No,Yes,4,12-1
Bhavya Khosla,64,No,No,5,12-1
Nathan Lal,20,No,Yes,3,4-5
Vanya Gaba,27,Yes,No,3,3-4
Falan Ganesh,69,No,Yes,4,9-10
Aadhya Sundaram,55,Yes,Yes,5,4-5
Owen Chada,47,Yes,No,4,11-12
Qabil Rajan,44,Yes,No,2,2-3
Tanveer Rattan,61,No,Yes,2,9-10
Advika Bakshi,30,No,No,3,11-12
Mohini Devan,30,No,No,5,9-10
Radhika Nori,50,No,Yes,4,3-4
Banjeet Dhar,65,Yes,No,3,4-5
Yash Agarwal,44,No,No,4,10-11
Vidhi Parsa,66,Yes,No,4,10-11
Samarth Bera,21,No,No,3,2-3
Falan Sule,70,Yes,Yes,5,12-1
Mekhala Magar,61,No,No,4,4-5
Jason Jain,19,Yes,Yes,1,10-11
Naveen Kohli,39,Yes,Yes,3,1-2
Shravya Gala,60,No,Yes,2,10-11
Alka Chakrabarti,45,Yes,Yes,1,9-10
Triya Dora,65,Yes,Yes,3,3-4
Ekavir Dey,52,Yes,Yes,4,12-1
Ansh Gupta,33,Yes,No,4,11-12
Shivansh Nadig,48,No,No,2,3-4
Kalpit Apte,48,Yes,No,5,12-1
Siddharth Minhas,43,Yes,Yes,5,3-4
Udant Uppal,60,Yes,No,4,3-4
Shaurya Parsa,26,No,No,3,2-3
Saksham Borde,44,Yes,Yes,5,4-5
Ayushman Sarraf,28,No,No,4,1-2
Wyatt Sarna,55,No,Yes,2,2-3
Tristan Sant,42,No,Yes,5,3-4
Anika Wadhwa,25,No,No,5,11-12
Charita Palla,43,No,Yes,2,9-10
Radhika Pant,67,Yes,No,5,3-4
Irya Sachar,64,Yes,No,5,3-4
Saanvi Parekh,38,No,No,2,3-4
Ojas Chaudry,18,No,Yes,2,9-10
Mohini Devan,30,No,No,5,9-10
Yash Agarwal,44,No,No,4,10-11
Banjeet Dhar,65,Yes,No,3,4-5
Anita Dar,53,Yes,Yes,5,9-10
Om Bakshi,67,Yes,No,4,12-1
Maanav Sathe,68,No,No,2,11-12
Joshua Mohan,57,Yes,No,3,11-12
Vihaan Sengupta,27,No,Yes,2,1-2
Mitali Buch,67,No,No,5,3-4
Indali Vora,34,No,No,5,2-3
Pranit Ramaswamy,64,No,Yes,5,11-12
Sudiksha Thakur,69,Yes,No,1,11-12
Wridesh Lall,70,Yes,Yes,5,2-3
Falan Shah,26,Yes,Yes,4,11-12
Jai Viswanathan,40,Yes,No,5,12-1
Jatin De,51,Yes,Yes,5,11-12
Ayush Din,70,Yes,No,5,10-11
Meera Vig,39,No,No,3,9-10
Yashoda Sachdeva,18,No,No,5,4-5
Ladli Guha,20,Yes,Yes,1,11-12
Ojas Solanki,46,Yes,No,0,10-11
Kamala Sahota,53,No,Yes,4,4-5
Kritika Minhas,18,Yes,Yes,2,2-3
Jeremiah Chana,33,No,No,3,9-10
Farhan Dave,26,Yes,Yes,3,1-2
Balhaar Thaker,32,Yes,Yes,4,3-4
Ria Iyengar,57,No,Yes,3,4-5
Chakradev Palan,25,Yes,No,5,9-10
Pooja Grover,42,No,Yes,4,12-1
Aachal Taneja,18,No,No,4,4-5
Kalpit Ganguly,29,Yes,Yes,4,11-12
Teerth Chaudhary,43,Yes,Yes,3,12-1
Warinder Chana,62,No,No,5,2-3
Advay Saini,42,Yes,No,0,12-1
Sai Pandit,47,Yes,Yes,4,1-2
Yadavi Mangal,20,No,No,2,1-2
Lajita Chada,20,No,No,5,12-1
Mitali Bhandari,47,No,Yes,4,3-4
Darika Garg,53,Yes,No,3,4-5
Bhavna Tata,30,Yes,Yes,3,1-2
Onveer Buch,38,Yes,No,3,10-11
Diya Thaker,31,Yes,Yes,5,1-2
Madhav Bal,67,No,Yes,3,12-1
Jagat Grover,49,Yes,Yes,5,11-12
Nisha Keer,29,No,No,4,9-10
Arya Gara,65,Yes,Yes,1,9-10
Dalbir Chopra,25,No,Yes,4,1-2
Reyansh Shroff,42,Yes,Yes,4,12-1
Tripti Pant,42,Yes,No,4,3-4
Zarna Bhatnagar,31,Yes,Yes,0,10-11
Upasna Puri,60,No,No,5,9-10
Pooja Grover,42,No,Yes,4,12-1
Girish Bail,52,Yes,No,5,12-1
Alexander Dixit,61,No,No,2,1-2
Bhavani Goyal,33,No,No,4,12-1
Shivansh Patel,42,Yes,No,4,12-1
Urvashi Banerjee,27,No,Yes,1,4-5
Eta Kohli,45,Yes,No,5,4-5
Madhavi Samra,31,No,No,4,2-3
Caleb Chandran,27,No,Yes,4,9-10
Ishani Padmanabhan,70,Yes,No,4,12-1
Amol Mander,38,No,No,5,1-2
Pallavi Kaur,50,Yes,Yes,1,10-11
Ayaan Lalla,66,No,Yes,3,12-1
Gaurav Srinivasan,53,Yes,Yes,4,12-1
Jai Viswanathan,40,Yes,No,5,12-1
Ishanvi Narayan,40,No,No,3,9-10
Anthony Pau,26,No,Yes,4,4-5
Vaishnavi Soni,64,No,Yes,4,10-11
Daksh Joshi,39,Yes,Yes,5,3-4
Aarush Pradhan,34,Yes,Yes,4,2-3
Wahab Ben,30,Yes,No,3,11-12
Keya Bajwa,44,No,Yes,3,12-1
Kiaan Dubey,21,Yes,Yes,2,2-3
Tarak Taneja,67,No,No,5,2-3
Baljiwan Dua,55,Yes,Yes,5,3-4
Lipika Tara,24,Yes,No,2,9-10
Unni Mannan,40,No,No,5,10-11
Aahana Mohanty,48,No,Yes,4,4-5
Upma Suri,35,No,Yes,4,9-10
Xiti Cheema,52,Yes,Yes,0,4-5
Jhalak Verma,52,Yes,No,5,12-1
Vasudha Gour,29,Yes,No,5,2-3
Ayush Din,70,Yes,No,5,10-11
Nakul Ghose,68,No,No,2,11-12
Samesh Loyal,54,Yes,No,2,2-3
Pushti Shere,30,Yes,No,1,3-4
Kavya Wadhwa,57,Yes,Yes,5,3-4
Ayushman Sehgal,54,No,Yes,2,9-10
Sathvik Tandon,46,No,Yes,2,3-4
Ayush Shah,45,Yes,Yes,3,1-2
Balvan Handa,64,Yes,No,5,1-2
Divya Venkataraman,51,Yes,No,2,4-5
Damini Wason,34,No,Yes,4,4-5
Aarav Nazareth,54,No,No,3,2-3
Vritti Vora,26,Yes,Yes,5,2-3
Raksha Buch,45,No,Yes,3,12-1
Max Trivedi,60,No,No,4,4-5
Chavvi Merchant,30,Yes,Yes,5,9-10
Aditya Singh,48,Yes,No,2,11-12
Dominic Raghavan,58,No,No,5,12-1
Daniel Venkataraman,45,No,Yes,5,1-2
Dakshesh Mittal,43,Yes,No,3,2-3
Yochana Wason,22,Yes,Yes,5,12-1
Ishanvi Majumdar,51,No,Yes,2,2-3
Chandran Vora,68,No,Yes,5,3-4
Anirudh Kakar,22,Yes,No,5,11-12
Chakradhar Vig,68,No,Yes,5,11-12
Baghyawati Dar,40,No,Yes,5,3-4
Bhanumati Gara,52,Yes,No,5,12-1
Kashish Sarna,47,Yes,Yes,5,2-3
Laksh Suri,60,No,No,5,11-12
Caleb Chandran,27,No,Yes,4,9-10
Theodore Kaur,48,No,Yes,3,1-2
Mekhala Khatri,51,No,No,5,3-4
Jeet Karan,29,No,Yes,5,11-12
Meghana Shanker,27,No,Yes,4,10-11
Arya Dalal,54,Yes,Yes,4,11-12
Fitan Aurora,28,Yes,Yes,4,9-10
Xiti Walia,61,Yes,Yes,4,9-10
Hemangini Ram,48,Yes,Yes,2,3-4
Tejas Sur,70,Yes,No,5,11-12
Tejas Sangha,25,Yes,Yes,2,4-5
Tamanna Borah,19,Yes,No,5,2-3
Sathvik Basu,57,No,Yes,3,1-2
Faqid Kar,61,Yes,No,4,1-2
Brinda Menon,65,No,Yes,4,9-10
Farhan Brahmbhatt,26,No,No,2,1-2
Rehaan Sekhon,30,No,No,4,3-4
Kavya Hayre,49,Yes,No,3,10-11
Indrajit Sani,20,No,No,2,11-12
Lohit Kalla,46,No,No,5,1-2
Chatresh Kant,62,No,Yes,3,10-11
Amrita Wadhwa,52,Yes,Yes,3,3-4
Vrinda Deep,31,No,No,4,11-12
Yadavi Roy,42,No,No,1,11-12
George Barad,49,No,Yes,3,9-10
Advaith Dugal,52,No,Yes,3,4-5
Mugdha Grover,42,Yes,Yes,3,2-3
Lipika Warrior,20,No,Yes,2,1-2
Zehaan Chandra,34,Yes,No,0,3-4
Aarush Seshadri,39,No,Yes,3,12-1
Aarav Nazareth,54,No,No,3,2-3
Jason Chandra,67,No,Yes,3,10-11
Lekha Chakrabarti,64,No,No,4,11-12
Siddharth Sekhon,23,Yes,Yes,4,12-1
Chakradev Loke,48,Yes,Yes,2,2-3
Anika Shroff,57,No,Yes,3,12-1
Saksham Borde,44,Yes,Yes,5,4-5
Anmol Comar,62,No,No,5,11-12
Jhalak Mand,46,No,Yes,5,2-3
Urmi Ratti,64,Yes,No,5,10-11
Ijaya Sahota,50,No,Yes,4,12-1
Eta Naik,70,No,No,5,4-5
Tarak Tailor,19,No,No,4,11-12
Advik Nagi,39,No,Yes,2,12-1
Chanchal Rama,60,Yes,No,1,12-1
Bhavini Badal,49,Yes,No,4,2-3
Reva Lal,44,Yes,Yes,2,10-11
Harini Devi,39,Yes,No,2,12-1
Nikita Minhas,61,No,Yes,5,2-3
Gaurang Issac,26,Yes,No,4,12-1
Amara Tank,30,Yes,No,5,11-12
Bhanumati Pandit,22,No,Yes,5,1-2
Baljiwan Oommen,25,No,No,2,10-11
Nachiket Nair,61,Yes,No,4,12-1
Frado Sunder,61,No,Yes,3,4-5
Chaitaly Sethi,37,No,Yes,1,2-3
Jagvi Agrawal,56,No,Yes,4,9-10
Avni Khanna,37,Yes,Yes,0,1-2
Jalsa Pradhan,50,Yes,Yes,2,1-2
Daksh Minhas,26,No,Yes,3,10-11
Gauri Trivedi,50,No,Yes,1,9-10
Zinal Dalal,48,Yes,No,3,3-4
Niharika Puri,38,Yes,Yes,3,10-11
Amol Shah,68,No,No,4,12-1
Bina Venkataraman,52,Yes,No,5,11-12
Hamsini Oommen,50,No,Yes,5,11-12
Manan Tak,36,No,Yes,4,1-2
Anmol Comar,62,No,No,5,11-12
Radhika Mann,40,No,No,5,1-2
Indali Raj,62,Yes,No,4,3-4
Gunbir Iyengar,34,No,No,2,4-5
Faraj Jain,23,No,No,2,4-5
Jonathan Ratta,55,No,Yes,5,2-3
Charan Devan,27,Yes,No,3,4-5
Ekavir Dave,37,No,No,1,12-1
Ekavir Kota,69,No,Yes,2,9-10
Jonathan Ratta,55,No,Yes,5,2-3
Yashvi Pau,48,No,No,5,11-12
Ira Suri,63,Yes,No,5,11-12
Deepa Banerjee,29,No,No,0,4-5
Yasti More,35,Yes,Yes,0,3-4
Frado Chaudhuri,65,Yes,Yes,4,12-1
Kevin Narang,57,No,Yes,4,1-2
Damini Banerjee,27,Yes,No,3,12-1
Edhitha Chowdhury,52,No,No,5,1-2
